Yil,Soru_ID,Ana_Konu,Alt_Konu,Zorluk,Soru_Metni,Secenek_A,Secenek_B,Secenek_C,Secenek_D,Dogru_Cevap
2024,8,Sözel Mantık,Ana Düşünce,3,"Bir ortaokulda bir öğretmen ilkbahara girerken öğrencilerine birtakım etkinlikleri ödev vermiştir. Verilen ödevdeki bu etkinliklerde;
I. Gözlem yapılması gerekmektedir.
II. Uygulama yapılacaktır.
III. Bir tasarı gerçekleştirilecektir.

Aşağıdaki etkinliklerin hangisinde numaralanmış bu şartların tamamı sağlanmıştır?","A) Minyatür heykel yapma: Kâğıt hamurundan, herhangi bir nesnenin heykelciğini yapabilirsiniz. Bunun için gazete kâğıdı, su, tutkal ve renkli kâğıtlara ihtiyaç vardır. Gazete kâğıtlarını suyla hamur kıvamına getirip içine tutkal koyduğunuzda hamurunuz hazır demektir. Heykelciğiniz bittikten sonra da renkli kâğıtlarla süsleyin.","B) Ses haritası çıkarma: Bir yürüyüş rotası hazırlayın ve bunun krokisini bir kâğıda çizin. Bu kâğıttan, fotokopiyle yedi adet çoğaltın. Ardından bu rotada yürüyün ve yol boyunca nerede, hangi sesi (rüzgâr, kuş, böcek vb.) duyuyorsanız krokiye kaydedin. Bunu yedi gün boyunca tekrarlayıp ses haritasını oluşturun.","C) Yaprak boyama: Doğa, eski kültürlere esin ve malzeme kaynağı olmuştur. Eski kültürlerde insanlar kendilerini ifade etmek için doğal malzemeleri bolca kullanırlar. Siz de dökülmüş yaprak toplayıp akrilik boyayla yaprakların üzerine desenler çizerek kendinizi ifade etmeye çalışın.","D) Koku belirleme: Koku konusunda hafızanızı geliştirirseniz binlerce kokuyu ayırt edebilirsiniz. Çam, vanilya, yasemin, lavanta, hanımeli gibi... Bir doğa yürüyüşüne çıkarak keşfettiğiniz kokuların bir listesini yapın.",B
2024,9,Paragrafta Anlam,Ana Düşünce,3,"Gönül, kaptan köprüsüne çık...
Çayır kokusunu alan
bir tay gibi kokla açık denizleri
Çevirmesin senin kafanı geri
geride kalanlara doğru giden
dümen suyunun köpüklü izleri...

Bu şiirde anlatılmak istenen aşağıdakilerden hangisidir?","A) İnsan, yaşadıklarına takılmadan yaşayacaklarına odaklanmalı.","B) Hayat yolculuğunda ne gelecek ne de geçmiş vardır, sadece şimdi vardır.",C) Geleceğe umutla yürümek isteyen insanlar hayatı ciddiye almalıdır.,"D) Mutluluğu yakalayabilmek için, hüzünlü anıları düşünmemek gerekir.",A
2024,10,Paragrafta Anlam,Ana Düşünce,3,"Kentlerin henüz mahalle kültürünü yitirmediği zamanlarda kedilerle insanlar arasında adı konmamış bir ortak yaşam söz konusuydu. Geleneksel mimarinin vazgeçilmez unsuru olan tek katlı evlerin avluları, çatıları, evlerin arasında kıvrılarak kaybolan Arnavut kaldırımlı sokaklar, birkaç meyve ağacının olduğu bahçeler kedilerin dolaşma alanıydı. Açık sofalar, teraslar ve pencereler de evlere giriş noktalarıydı. Tek katlı evler yerini çok katlı beton yığınlarına bıraktıkça kedilerle insanların yolu ayrıldı.

Bu metnin türüyle ilgili aşağıdakilerden hangisi doğrudur?",A) Bir konuyla ilgili tespitler bilimsel gerçekliğe uygun olarak anlatılmıştır.,B) Anlatılmak istenenler bir olay örgüsü çerçevesinde dile getirilmiştir.,"C) Düşünceler öznel bir üslupla, kanıtlama amacı güdülmeden açıklanmıştır.",D) Geçmişte yaşanan ve toplumda derin izler bırakan bir olay aktarılmıştır.,C
2024,11,Paragrafta Anlam,Ana Düşünce,3,"Genç nesillerin, Yunus Emre Divanı ve Safahat gibi klasiklerimizi okuyup anlayabilmesi için 'Dilimizin Zenginlikleri' projesi hayata geçirilmiştir. Proje kapsamında, öğrencilere sözlük kullanmayı teşvik edici eserler okutulmuş ve öğrencilerden kendi sözlüklerini oluşturmaları istenmiştir. Öğrenciler; Fuzuli'nin, Yunus Emre'nin, Mehmet Akif'in ve daha birçok büyük şairin kullandığı sözcükleri öğrenerek onların anlam dünyalarının içine girebilme imkânı bulmuştur. Bu projeyle öğrenciler sözlük kullanma alışkanlığı da kazanmıştır.

Bu parçayla ilgili,
I. Nesnel yargılara yer verilmiştir.
II. Karşılaştırma yapılmıştır.
III. Niteleyici sözcükler kullanılmıştır.
IV. Tanık göstermeye başvurulmuştur.

yargılarından hangileri doğrudur?",A) I ve II,B) I ve III,C) II ve IV,D) III ve IV,B
2024,12,Paragrafta Anlam,Mantıksal Tutarlılık,3,"Bir metinde yer alan bilgi, durum veya olaylar arasında mantıksal tutarlılık bulunmaması anlatım açısından kusur sayılmaktadır.

Bu açıklamaya göre;

'Arkasından vuran ışık, yüz hatlarını seçmemi engelliyordu ama söyleyeceklerini duymama ve anlamama engel olacak bir şey yoktu. Tüm dikkatimi ona vermiştim.'

parçası aşağıdakilerden hangisiyle tamamlanırsa metnin anlatımı kusurlu olur?","A) Elini cebinden çıkardı. 'Sana mühim bir haberim var, evlat.' dedi. Sesinden, yüzünün asıldığı belli oluyordu.","B) Bir iki kere öksürdü. Derin derin soludu. 'Sana mühim bir haberim var, evlat.' dedi. Oturduğu yerde ayağını sallamasından, çok heyecanlı olduğu anlaşılıyordu.","C) Ceketini çıkardı, katladı, koluna astı. Kravatını, serbest olan eliyle biraz gevşetti. 'Sana mühim bir haberim var, evlat.' dedi.","D) Gözlerinden bir sevinç dalgası geçti, dudağının kenarındaki bir gülümsemeyle 'Sana mühim bir haberim var, evlat.' dedi.",D
2024,13,Paragrafta Anlam,Ana Düşünce,3,"Milleti millet yapan unsurların başında dil gelir. Ana dilini geliştirip zenginleştiremeyen, yabancı dillerin istilalarından koruyamayan milletler ne milli bir kültür oluşturabilir ne de oluşmuş kültürlerini koruyabilirler. Yozlaşma ve yabancılaşma dille sınırlı kalmayarak zamanla bütün değerlerin yok olmasına ve millî birliğin, telafisi imkânsız zararlar görmesine sebep olur. Bilim, sanat ve eğitimde kendi dilini ihmal edip kullanmayan ve kendi diline sahip çıkması gerektiğini evlatlarına öğretemeyen bir millet yok olmaya mahkûmdur.

Bu metinden aşağıdaki yargıların hangisine ulaşılamaz?","A) Milletler dilini koruyabilmek için sanatta, milli kültüre ait unsurları işlemelidir.",B) Dilindeki yabancılaşmayı önleyemeyen bir milletin varlığı tehlikeye düşer.,C) Varlığını sürdürmek isteyen milletler dil bilincini genç nesillere aktarmalıdır.,"D) Dil, bir milletin bireyleri arasındaki bağı kuvvetlendiren bir unsurdur.",A
2024,14,Grafik Yorumlama,Veri Analizi,3,"Grafiklerde, dünya su kaynaklarının dağılımı gösterilmiştir. Bu grafikler aşağıdaki haber metinlerinden hangisini desteklemez?",A) Buzulların bulunduğu bölgelerde sıcaklıklar sürekli arttığından buzulların oranı yıldan yıla düşmektedir. Eriyen buzulların okyanus ve denizlere karışması tatlı su kaynaklarının her yıl biraz daha azalmasına neden olmaktadır.,"B) Tatlı su, dünyanın her yerinde sıvı hâlde ve kullanılabilecek durumda değildir. Tatlı suların %69'u buzullarda katı hâlde iken, %30'u yer altı suları, geri kalan kısmı yüzey suları ve diğer tatlı sular olarak bulunur.","C) Yeryüzündeki canlılığın en önemli kaynağı olan su, dünyamızda farklı yerlerde ve farklı oranlarda bulunur. Bu suyun büyük bir kısmı okyanus ve denizlerde tuzlu su hâlindedir. Ancak canlılar büyük ölçüde tatlı suya gereksinim duyar ve dünyadaki suyun çok az bir miktarı tatlı sudur.","D) Tatlı su kaynaklarının çoğunu buzullar, yüzeydeki tatlı suların çoğunu da donmuş topraklar oluşturmaktadır. Zaten kısıtlı olan tatlı su kaynaklarının bu nedenle daha da kısıtlanmış olması insanlar için büyük bir sorundur.",A
2024,15,Grafik Yorumlama,Veri Analizi,3,"Tablo 1'de rüzgâr türlerinin hızı, Tablo 2'de ise bir bölgedeki saatlik rüzgâr türleri verilmiştir. Rüzgâr türbinlerinin çalışma prensibi şöyledir: 'Tatlı rüzgâr' ve altında çalışmaz (0 üretim). 'Fırtına' düzeyinde sistem kendini korur ve üretim sabitlenir (Fırtınamsı rüzgar seviyesine). 'Kuvvetli fırtına' ve üzerinde ise kendini tamamen kapatır (0 üretim).",A) Grafik A: 13.00'te üretim zirve yapmış görünüyor (Yanlış).,"B) Grafik B: 11.00'de sıfır, 12.00'de orta seviye, 13.00'te sıfır (kapanma), 14.00 ve 16.00'da yüksek, 17.00'de tekrar 12.00 seviyesine inmiş.",C) Grafik C: 13.00'te üretim devam ediyor görünüyor (Yanlış).,D) Grafik D: Tüm saatlerde üretim var görünüyor (Yanlış).,B
2024,16,Sözel Mantık,Görsel Okuma,3,"Yan flütte bazı notaları çalmak için kullanılan parmaklar tabloda verilmiştir. Görsellerde yan flüt üzerindeki dolu daireler o tuşa basıldığını gösterir. Soru: Aşağıdaki görsellerden hangisi Tablo'daki 'Re, Mi, Fa, Si' notalarından herhangi birini GÖSTERMEMEKTEDİR?",A) Görsel A (Fa notasına karşılık gelir),B) Görsel B (Mi notasına karşılık gelir),C) Görsel C (Tablodaki herhangi bir nota ile eşleşmez),D) Görsel D (Si notasına karşılık gelir),C
2024,17,Yazım Kuralları,Özel İsimler ve Cins İsimler,2,"Konya'nın Hadim İlçesi(I), Türkiye'de kiraz hasadının en geç yapıldığı yerlerdendir. Burada yetiştirilen 'Ziraat 900'(II) cinsi kirazlar Orta Doğu, Avrupa Birliği ve Asya Ülkeleri(III) başta olmak üzere birçok ülkede Türk Kirazı(IV) olarak biliniyor.

Bu parçadaki numaralanmış sözlerden hangisinin yazımı doğrudur?",A) I,B) II,C) III,D) IV,B
2024,18,Dil Bilgisi,Noktalama İşaretleri,3,"Şehir, kendi kimliğini belirlemek ve kendini daha iyi tanımak için aynaya baktığı zaman insanla karşılaşır. Çünkü tüllerin arkasında durup ona ruhunu katan, şeklini veren, estetik duygularını yansıtan kişiler vardır. Bazen onca insanın arasında öne çıkan kişiler olur, varlıklarıyla şehrin tarihine damga vururlar. İstanbul denince Fatih Sultan Mehmet'i, Samsun denince Mustafa Kemal Atatürk'ü anmadan geçemeyeceğimiz gibi.

Bu parçada virgülün (,) aşağıdaki işlevlerinden hangisinin kullanımı yoktur?",A) Sıralı cümleleri birbirinden ayırmak için konur.,B) Uzun cümlelerde yüklemden uzak düşmüş olan özneyi belirtmek için konur.,C) Birbiri ardınca sıralanan eş görevli kelime ve kelime gruplarının arasına konur.,D) Cümle içinde ara sözleri veya ara cümleleri ayırmak için ara sözlerin veya ara cümlelerin başına ve sonuna konur.,D
2024,19,Dil Bilgisi,Fiilimsiler,3,"'İlkbahar, Yaz, Sonbahar, Kış' oyununda oyunculardan birisi hakem seçilir. Hakemin görevi oyunu yönetmek, yani mevsimlerin isimlerini söylemektir. Ebe olmak(I) üzere iki oyuncu seçilir. Ebelerin amacı hakemin söylediği mevsimlerdeki oyuncuları yakalamaktır(II). Oyuncular ikişerli grup oluşturarak(III) bir mevsim adı seçerler ve her grup bir köşeye çekilir(IV).

Bu parçadaki numaralanmış sözcüklerden hangisi fiilimsi değildir?",A) I,B) II,C) III,D) IV,D
2024,20,Cümle Türleri,Cümle Çeşitleri,3,"Anadolu kültürü, tüm dünyaya barışı ve huzuru getirmeyi hedefleyen Türkiye Yüzyılı'nın temel dayanak noktasıdır.

Bu cümlenin türüyle ilgili aşağıdakilerden hangisi yanlıştır?",A) Anlamına göre olumlu cümledir.,B) Yüklemin yerine göre kurallı cümledir.,C) Yüklemin türüne göre fiil cümlesidir.,D) Yapısına göre fiilimsi bulunan cümledir.,C
2025,1,Paragrafta Anlam,Ana Düşünce,3,"Hiç tanımadığımız ancak görür görmez içimizin ısındığı, şöyle bir kucaklayıp da sarmalamak istediğimiz insanlar vardır. Onların gülüşlerinde duygularının yıpranmış, çok acı çekmiş olduklarını görürsünüz. Fakat bu kişiler yine de, yaşama direncini --- ve umudunu yitirmemiş insanlardır. Üzüntülerinde de mutluluklarında da her daim samimilerdir. Onları değerli yapan özellikleri samimiyetleridir. Yalanı dolanı olmayan, riyakârlığa tamah etmeyen, dostlarına karşı --- ve paylaşımcı olan bu insanlar ilk bakışta kendilerini belli eder.

Bu metinde boş bırakılan yerlere düşüncenin akışına göre sırasıyla aşağıdakilerin hangisi getirilmelidir?",A) rahata kavuşmamış - duyarlı,B) pes etmemiş - koruyucu,C) yenik düşmemiş - gururlu,D) taviz vermemiş - baskıcı,B
2025,2,Paragrafta Anlam,Ana Düşünce,3,"Vatanına borçlu olarak ölmek istemez Fazıl Hüsnü Dağlarca. O ki şairdir, nefesiyle dalgalandırmalıdır bayrağını. O ki eski bir askerdir, cepheleri bir şahin gibi gözlemelidir. Silahlar ateşlenir de dağ taş ateşlenmez mi! Bir millet ayağa kalkar da kurt, kuş, ağaç, böcek sessiz mi kalır! Bir destan yazılmaktadır madem Anadolu'da, ""Dağlarca"" yazılmalıdır. ""Üç Şehitler Destanı"" denilmelidir en fırtınalısına.

Bu metindeki altı çizili ifadeyle anlatılmak istenen aşağıdakilerden hangisidir?",A) Bağımsızlık mücadelesine şiirleriyle katılmak,B) Özgürlüğe giden yolda şiirlerine önem vermek,C) Vatan sevgisini şiirlerinde ana tema yapmak,D) Şiirlerinde millî değerlere öncelik vermek,A
2025,3,Sözel Mantık,Çıkarım Yapma,3,"""Birçok türde yazdım ama kendimi en iyi ifade ettiğim tür şiir oldu."" diyen bir sanatçı için aşağıdakilerden hangisi kesinlikle söylenir?","A) Sanatçı, kendini rahat ifade ettiği için şiir türünü seçer.",B) Sanatçının kendini iyi ifade edemediği türler vardır.,"C) Şiir, sanatçının kendini iyi ifade ettiği türler arasındadır.","D) Şiir, sanatçının kendini iyi ifade etmesini kolaylaştıran bir türdür.",C
2025,4,Paragrafta Anlam,Ana Düşünce,3,"Yabancı kültür unsurlarını bire bir kopyalamak yerine bunları milli değerlerimizle yorumlayarak yeni tasarımlar ortaya koymamız gerekir.

Bu cümlede anlatılmak istenen aşağıdakilerden hangisidir?","A) Yeni eserler, geleneksel konular ele alınarak özgün bir üslupla oluşturulmalıdır.",B) Geçmişle bağları koparmadan modern kültürün evrensel değerlerine uygun eserler üretilmelidir.,C) Başka milletlere ait değerler günümüz değerleriyle yeniden yorumlanarak aktarılmalıdır.,D) Farklı kültürlere ait ögeler milletimize özgü bir bakış açısıyla işlenerek özgün eserler verilmelidir.,D
2025,5,Dil Bilgisi,Anlatım Bozukluğu,3,Aşağıdaki cümlelerin hangisinde nesne eksikliğinden kaynaklanan anlatım bozukluğu yoktur?,"A) Eskimiş düşünceler, paslanmış çivilere benzer; söküp atmalıyız.","B) Hayatın dallarına her zaman sıkı sıkı sarılmalı, hiçbir zaman bırakmamalısın.","C) Dilimizi doğru bir şekilde konuşmalı, gerekli özeni göstermeliyiz.","D) Ay, tepelerin üstünde yavaş yavaş yükseldi; saatlerce balkondan seyrettik.",C
2025,6,Paragrafta Anlam,Ana Düşünce,3,"Ahmet Haşim, bunu ustaca yapan denemecilerin başında gelir. Haşim denemelerini kuyumcu titizliğiyle işler. Onun yazdıklarından bir tek sözcüğü çıkaramayacağınız gibi, onlara bir tek sözcük de katamazsınız. Falih Rıfkı'nın da üslubu beğenilir ama Haşim'in denemeleri için söylediğimiz şeyi onunkiler için söyleyemeyiz. Falih Rıfkı'nın ""Eski Saat"" yazısı, neredeyse hiç iz bırakmadan unutulup gitmişken Ahmet Haşim'in ""Müslüman Saati"" başlıklı yazısı sık sık hatırlanmakta, okunmakta, değerlendirme konusu olmaktadır.

Bu metinde; karşılaştırma, örneklendirme, benzetme, tanımlama düşünceyi geliştirme yollarının tamamının kullanıldığını söyleyebilmek için boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",A) Yıllara hitap edecek bir denemede her sözcük tarihî eser gibi geleceğe ulaşmak zorundadır,"B) Bir yazıyı deneme yapan özellik denince aklıma ilk gelenler yenilik, düşünce ve sözcük kullanımı oluyor",C) İsteyerek seçtiği bir konu üzerinde sadece deneme yazarı fikirlerini serbestçe anlatır,"D) Deneme, şiirden sonra daha doğrusu şiirle birlikte az sözle çok söz söyleme sanatıdır",D
2025,7,Söz Sanatları,Söz Sanatlarının Tanınması,3,"Ve şehir sabah akşam bu gürültüdür,
Baksan minareler, kubbeler görünür,
Minyatür bir gök ve serseri bulutlar;
Bacalar tütmekte yakından, uzaktan,
Kuşlar saçaklarda mahzun kanat çırpar,
Usanmış durur damlar, göğe bakmaktan.

Aşağıdakilerin hangisinde bu dizelerdeki söz sanatlarından herhangi biri kullanılmamıştır?",A) Ağlama ey dere gürültüsüz ak / Kader bu: Ne yapsan suyun akacak,B) Yolculuğum uzun sürmüş oldukça / Gece demir köprülerden geçmiştir tren,C) Daha mı iyi olur daha mı kötü bilmiyordu / Bir umut vardı gönülde eksilmiyordu,D) Dört nala gelip Uzak Asya'dan / Akdeniz'e bir kısrak başı gibi uzanan bu memleket bizim.,B
2025,8,Paragrafta Anlam,Ana Düşünce,3,"Fahri Bey ile torunu balığa gideceklerdi. Fahri Bey'in elinde kocaman oltası ve tabure torununun elinde ise kırmızı kova, çıktılar yola. Ağaçlarla kaplı dar sokaktan sahile doğru yokuş aşağı inmeye başladılar. - - -

Bu parça aşağıdakilerin hangisiyle devam ettirildiğinde hikâyenin tüm unsurlarına yer verilmiş olmaz?","A) Baharın gelişini müjdeleyen erguvanlar selamlanmadan geçilir miydi hiç? Fahri Bey, dalın birini torununa doğru eğdi. Kokusu büyüleyiciydi gerçekten.","B) Sağa baktılar, sola baktılar. Her yıl nisan ve mayıs aylarında açan lalelere hayran kalmamak mümkün müydü? Gördükleri manzara harikaydı. Hayranlıkları giderek artıyordu.","C) Yokuşun kenarında yapraklanmadan çiçek açan bir ağaç gördüler. Öylesine güzel bir rengi vardı ki... Güneş, yüzünü göstermeye başlarken fark edilmemesi imkânsızdı.","D) Torunu, kaldırım taşlarına bakıyordu. Fahri Bey ise Boğaz'ın simgesi yalılara dikkat kesilmişti. Karşılarına daldan düşen bir sincap çıkmasın mı? Bir tarafta sincap, diğer tarafta ikisi...",D
2025,9,Paragrafta Anlam,Ana Düşünce,3,"İyi bir arka kapak yazısı kitabın içeriğine olduğu kadar yazarın üslubuna ve okurların kitabı okuduktan sonra hissedeceklerine dair bilgiler de verir. Bunlar, okurların kitap seçiminde önemli etkenlerdir. Bir okur da bunları dikkate alarak kitap seçimini yapmıştır.

Bu okurun kitap seçiminde etkili olan arka kapak yazısı aşağıdakilerden hangisi olabilir?","A) Bu romanı bugün de tekrar tekrar okuyabilirsiniz. Güzel ve önemli Kurtuluş Savaşı romanlarından biridir. Bir toplumun, bir ulusun yeniden varoluş mücadelesini aynı şiddetle, aynı buhranla anlatıyor.","B) Bir aşk destanı olan Ağrıdağı Efsanesi, geleneklerini Mahmut Han'a karşı savunan Ahmet ile Gülbahar arasındaki aşkı konu alır. Efsanelere ve halk söylencelerine yürekten bağlı yazarın bu romanı, insan psikolojisinin derinliklerini de içerir.","C) Bu kitaptan sonra Yunus'un yanık sevdalı sesini duyacak, Mevlana'nın yaktığı insanlık ateşiyle aydınlanacaksınız. İnsan olma sevdasını şiirsel anlatan kitap sizi bütün zaman, kültür ve coğrafyalarda yeni bir kimlikle yolculuk yapmaya çağırıyor.","D) Yazar, bu eserinde sözcükleri büyüteç gibi kullanıyor. Haritada İstanbul'un karşısına dizilmiş adalardan birine dikkatle bakmaya başlıyor. Başlangıçta soruyor yazar: Büyükada'yı tanıyan, bilen var mı? Büyükada'yı tanımayan, bilmeyen yok.",C
2025,10,Paragrafta Anlam,Ana Düşünce,3,"Genellikle büyük şairler hakkında yazılan eleştiri kitaplarında abartı derecesinde övgülerle karşılaşırız. Oysa yazar, son yazdığı eleştiri kitabında yıllarca aynı ekmeği bölüşmüş olmalarına rağmen Sezai Karakoç'u ve şiirlerini kendini bir adım geriye atarak anlatmıştır.

Bu metinde sözü edilen yazarın vurgulanan özelliği aşağıdakilerden hangisidir?",A) Tarafsızlığı,B) Kararlılığı,C) Fedakârlığı,D) Alçak gönüllülüğü,A
2025,11,Paragrafta Anlam,Ana Düşünce,3,"Tarık, ikide bir kapağı işlemeli köstekli saatini çıkarıp bakıyor. Her bakışında ""Geç kaldık, bu araba bu gidişle mümkünü yok trene yetişemez."" manasında cık cık ediyor, kafa sallıyor; bununla da yetinmeyip yanındakilere saati soruyordu.

Bu metindeki kahramanın duygu durumu aşağıdakilerin hangisinde vardır?","A) Konuşmayı sevmeyen ninem, elinde ördüğü kazağı koltuğa bıraktı. Parmağıyla koluma dokundu. Gözyaşları içinde ""Niçin geçinemiyorsunuz onunla? Niçin kızıyorsunuz ona?"" diye söylendi.","B) Saatler geçti, kelimeler önce zihnime sonra deftere döküldü. Kelimelerin bu hızlı gelişine hayret ediyordum. Sanki kelimeler birbirleriyle yarışıyordu.","C) Delikanlı, bir yandan kitabını okumaya bir yandan da yaşlı adamın konuşmalarını dinlemeye çalışıyordu. Yaşlı adamın yalan söylediğini bildiği hâlde sesini çıkaramadı. Ancak burnundan soluyordu.","D) Kalktı, eski perdesini kaldırıp pencereden baktı. Sürgülü kapıyı açıp bir de oradan baktı. Odanın içinde bir o tarafa bir bu tarafa gitti. Yerine oturdu ama gözü hâlen penceredeydi. Sakince beklemek zordu.",D
2025,12,Paragrafta Anlam,Ana Düşünce,3,"Okuma, rastgele ve bilinçsizce yapılırsa zaman kaybı ve hayal kırıklığı kaçınılmazdır. Bu nedenle kitaplar dünyasında seçme eserler okumak hayati bir önem taşımaktadır. Kitapların sayısı fazla, hayat ve zaman da kısa olduğundan okuma eyleminin en önemli noktası ""seçme""dir. Bu seçme işinin temelinde yatan ise beklentilerimizdir. Öncelikle niçin okuduğumuzu tespit edip ardından kitapları araştırarak seçmeliyiz. Daha sonra ise edebî ve kabul görmüş bu eserleri belli bir düzen ve sıralama içerisinde okumalıyız.

Bu metinde asıl anlatılmak istenen aşağıdakilerden hangisidir?","A) Kitaplara, belirli bir okuma hedefi konularak başlanmalıdır.",B) Beklentilerin karşılanması için seçilen kitaplar hızlı okunmalıdır.,"C) Kitaplar, ihtiyaçlar doğrultusunda nitelikli olanlar arasından tercih edilmelidir.",D) Herkes tarafından ilgi görmüş eserler bir plan dâhilinde okunmalıdır.,C
2025,13,Paragrafta Anlam,Ana Düşünce,3,"Günümüzdeki otomobillerde hemen hemen her şeyi dokunmatik ekranlar üzerinden yapabiliyorsunuz. Bu nedenle ekran ne kadar büyürse arabanın albenisi de o kadar artıyor. Maliyetleri düşürmek, üretim ve tasarım sürelerini kısaltmak ve etkileyici iç tasarımlar sunmak için fiziksel tuşlardan vazgeçilip dokunmatik ekranlara geçilse de yapılan kullanılabilirlik testleri çok farklı bir hikâye anlatıyor. Sürüş esnasında gerek duyulan birçok işlevde, fiziksel tuşların kullanılması dokunmatik ekrana göre çok daha güvenli. Öyle ki hareket hâlindeki bir araçta birtakım görevleri yerine getirmek için fiziksel tuşlar çok daha hızlı. Durum böyleyken otomobil sektörünün yanı sıra beyaz eşyadan endüstriyel ürünlere kadar birçok elektronik cihazda da dokunmatik ekran kullanılmaktadır.

Bu metinden;
I. Otomobil üreticileri, tüketicilerin görüşlerini ve isteklerini dikkate almaktadır.
II. Otomobil sektörüyle başlayan dokunmatik ekran üretimi diğer sektörlere de yayılmaya başlamıştır.
III. Fiziksel tuşlar, dokunmatik ekrana göre kullanıcılara daha güvenli bir sürüş imkânı sağlamaktadır.
IV. Dokunmatik ekran üretimi, fiziksel tuş üretimine göre daha avantajlıdır.
yargılarının hangilerine ulaşılabilir?",A) I ve II,B) I ve IV,C) II ve III,D) III ve IV,D
2025,14,Grafik Yorumlama,Veri Analizi,3,"(Grafik Sorusu: 2018-2023 yılları arası iç pazar, ihracat ve toplam hacim grafiğine göre yorumlama)

Bu bilgilere göre,
* ---- yılında bir önceki yıla göre toplam hacmin yükselmesinde iç pazar hacmindeki yükselişin etkisi ihracat hacmindeki yükselişin etkisinden daha fazladır.
* ---- yılında bir önceki yıla göre yükselen toplam hacim, bir sonraki yıl düşüş göstermiştir.
* ---- yılında bir önceki yıla göre iç pazar hacmi yükselmesine rağmen ihracat hacmi düşmüştür.
* ---- yılında bir önceki yıla göre toplam hacimde görülen düşüşün sebebi hem iç pazar hacmindeki hem de ihracat hacmindeki düşüştür.

cümlelerinde boş bırakılan yerlerin herhangi birine aşağıdakilerden hangisi getirilemez?",A) 2019,B) 2020,C) 2022,D) 2023,A
2025,15,Sözel Mantık,Veri Analizi,4,"Bir aile, bir hafta boyunca her gün ürettiği yumurtaların bir kısmını tüketmekte; kalan kısmını ise satmaktadır. Bu yumurtaların üretim, tüketim ve satış miktarları ile ilgili bilinenler şunlardır:
• Üretim miktarı hafta içi üç farklı günde, bir önceki güne göre artış göstermiştir.
• Tüketim miktarı hafta içi iki farklı günde, bir önceki güne göre artış göstermiştir.
• Üretim miktarının bir önceki güne göre artış gösterdiği günlerde satış miktarı da bir önceki güne göre artış göstermiştir.

Bu bilgilere göre ailenin yumurta üretim, tüketim ve satış miktarını gösteren tablo aşağıdakilerden hangisi olabilir?","A) Tablo A (Pazartesi: 20-15-5, Salı: 25-15-10, Çarşamba: 25-15-10...)","B) Tablo B (Pazartesi: 15-10-5, Salı: 25-15-10, Çarşamba: 30-10-20, Perşembe: 25-10-15, Cuma: 40-20-20...)","C) Tablo C (Pazartesi: 25-10-15, Salı: 30-10-20, Çarşamba: 40-15-25...)","D) Tablo D (Pazartesi: 15-10-5, Salı: 20-10-10, Çarşamba: 30-15-15...)",B
2025,16,Sözel Mantık,Görsel Okuma,3,"(Görsel Soru: Silindirli Kilit Sistemi ve Anahtar Eşleşmesi)

Bir silindirli kilit sisteminde, kilidi açabilmek için o kilitle aynı şifreleme sistemine sahip bir anahtar gerekmektedir... Eğer anahtar, silindirli kilit sistemiyle aynı şifrelemeye sahipse bütün şifre pimlerinin üst sınırları ile iç silindirin üst sınırı aynı hizada olur. Bu durumda anahtar çevrildiğinde iç silindir döndürülür ve kilit açılır.

Bu bilgilere göre, anahtar çevrildiğinde açılabilir durumda olan kilit görseli aşağıdakilerden hangisidir?",A) Görsel A,B) Görsel B,C) Görsel C (Pimlerin hizalandığı doğru görsel),D) Görsel D,C
2025,17,Yazım Kuralları,Yazım Yanlışları,2,"(I) Kültür alanında Türk Medeniyeti için önemli katkıları bulunan Cemil Meriç, 38 yaşında gözlerini kaybetmiştir. (II) Bu olaydan sonra derin bir bunalıma girmiş ve girdiği bunalımdanda yine kitaplar sayesinde çıkabilmiştir. (III) Kitaplar hayatımın pek çok döneminde benim limanımdı, der. (IV) Göremez olduktan sonra da başta Kızı Ümit Meriç olmak üzere ailesi ona saatlerce yüksek sesle kitap okumuştur.

Bu metindeki numaralanmış cümlelerin hangisinde yazım yanlışı yoktur?",A) I,B) II,C) III,D) IV,C
2025,18,Yazım Kuralları,Üç Nokta Kullanımı,3,"Otlarla, makilerle, ağaçlarla kaplandı kalenin birçok yeri (I) Keçiboynuzu ağaçları, badem ağaçları ve daha niceleri (II) Enteresan bitkiler de dâhil buna (III) Frenk üzümü bunlardan sadece bir tanesi (IV) Eskiden de bu bitkiler var mıydı, bilinmez.

Bu metindeki numaralanmış yerlerden hangisine üç nokta (...) getirilmelidir?",A) I,B) II,C) III,D) IV,B
